序号	英文	中文
82910	seton	"n.[医](皮下)串线,挂线,泄液线"
82911	setose	adj.多刚毛的
82912	setout	"n.开始,出发,准备,布置,陈列,招待"
82913	setover	"n.超过位置,偏距"
82914	setscrew	n.固定螺丝钉
82915	settecento	 <意>n.(意大利文学艺术史上的)18世纪
82916	settee	n.有靠背的长椅
82917	setter	"n.安装员,排字工人,镶嵌工人,塞特种猎狗"
82918	setteron	"n.攻击者,教唆者"
82919	setterwort	n.[植]熊足嚏根草
82920	setting	"n.安置,安装,(太阳)落山,(固定东西的)框架,底座"
82921	settings	n.设置
82922	settle	"n.有背的长凳vt.安放,使定居,安排,解决,决定,整理,支付,使平静vi.安家,定居,停留,下陷,沉淀,决定,澄清"
82923	settleable	adj.会沉淀的
82924	settled	adj.固定的
82925	settlement	"n.沉降,解决,结算,殖民,殖民地"
82926	settler	"n.移民者,殖民者,[律]财产赠予者,托管财产者"
82927	settling	n.沉淀物
82928	settlor	"n.[律]财产增与者,托管财产者"
82929	settltment	"n.解决,决定,殖民地"
82930	setup	"n.机构,设置,装备,组织,计划,调整"
82931	setwall	n.[植]缬草
82932	sevastopol	 塞瓦斯托波尔[苏联克里米亚半岛西南岸港市]
82933	seven	" num.七,七个"
82934	sevenfold	"adj.七倍的,七重的adv.七倍地"
82935	seventeen	 num.十七n.十七个
82936	seventeenth	" num.第十七,十七分之一的"
82937	seventeeth	"adj.第十七的,十七分之一的"
82938	seventh	 num.第七
82939	seventhly	adv.在第七(次、个)
82940	seventieth	" num.第七十,七十分之一的"
82941	seventy	 num.七十
82942	seventyfold	adj.七十倍的adv.七十倍地
82943	sever	v.切断
82944	several	"adj.几个,个别的,单独的 pron.几个"
82945	severalfold	"adv.有几部分(方面)地,几倍地adj.有几部(方面)分的,几倍的"
82946	severally	"adv.各自地,各别地"
82947	severalty	"n.各有各事,各别,单独保有"
82948	severance	n.断绝
82949	severe	"adj.严厉的,严格的,剧烈的,严重的,严峻的"
82950	severely	"adv.严格地,激烈地"
82951	severity	"n.严肃,严格,严重,激烈"
82952	severy	n.[建](哥特式建筑)穹顶的分隔间
82953	seviche	n.酸橘汁腌鱼
82954	sevruga	n.闪光鲟鱼子酱
82955	sew	"v.缝制,缝纫,缝合"
82956	sewage	"n.下水道,污水v.用污水灌溉,装下水道于"
82957	sewan	n.西温(北美印第安人所用的贝壳货币)
82958	sewellel	n.[动]鼠獭(美国西海岸的一种善掘地洞的啮齿动物)
82959	sewer	"n.下水道,缝具,缝纫者"
82960	sewerage	"n.排水设备,污水"
82961	sewin	"n.[鱼]西_,西海鳟(亦作sewen,siwin)"
82962	sewing	"n.裁缝,缝纫"
82963	sewn	v.sew的过去分词
82964	sex	"n.性别,男性或女性,性欲,<口>性交,<俚>生殖器,阴茎vt.区别...的性别,引起...的性欲"
82965	sexagenarian	adj.六十岁的
82966	sexagenary	"n.六十岁或六十至七十岁间的人adj.六十岁的,六十岁或六十至七十岁间的"
82967	sexagesima	n.四旬斋前的第二个星期日
82968	sexagesimal	"adj.六十的,六十进位的n.以六十为分母的分数"
82969	sexangular	"adj.六角(形)的,六边(形)的"
82970	sexavalent	adj.=sexivalent
82971	sexboat	n.<美俚>=sexpot
82972	sexcapade	"n.<口>性胡闹,越轨的性行为"
82973	sexcentenary	n.六百周年纪念adj.六百(周)年的
82974	sexduction	n.[微]性导
82975	sexennial	"n.六周年纪念adj.持续六年的,每六年的"
82976	sexennium	n.六年期
82977	sexfoil	"n.六叶装饰,六叶性的植物"
82978	sexidecimal	adj.[数]16进位的
82979	sexillion	n.[数]千的七次方adj.[数]的七乘方的
82980	sexily	adv.<口>性感地
82981	sexiness	n.<口>性感
82982	sexipolar	adj.(有)六极的
82983	sexism	"n.男性至上主义,蔑视女性"
82984	sexist	n.男性至上主义者
82985	sexisyllabic	adj.&n.六个音节的(词)
82986	sexisyllable	adj.&n.六个音节的(词)
82987	sexivalent	adj.[化]六价的
82988	sexless	"adj.性冷淡的,无性征的"
82989	sexologist	n.性科学家
82990	sexology	n.性科学
82991	sexpartite	"adj.分成六部分的,由六部分组成的,有六方面参加的"
82992	sexploit	vt.对...进行性利用
82993	sexploitation	n.<口> (尤指在影片等中的)色情利用
82994	sexploiter	n.<口>色情电影
82995	sexpot	"n.<口>极富性感的女性,易激起他人性欲的女人,性活动活跃的人,性欲旺盛的人"
82996	sext	"n.祷告,第六时祷告仪式"
82997	sextain	n.六行诗节
82998	sextan	"n.[医]六日热adj.每六日发作一次的,每六日发生一次的"
82999	sextans	n.[天]六分仪座
83000	sextant	"n.六分仪,<罕>圆的六分之一"
83001	sextet	"n.六重唱曲,六重奏曲"
83002	sextette	"n.六重唱曲,六重奏曲"
83003	sextile	n.六十度角距(的)
83004	sextillion	"n.千的七乘方,百万的六乘方"
83005	sextipara	n.六产妇
83006	sexto	n.六开本
83007	sextodecimo	"n.十六开本,十六开纸"
83008	sexton	"n.寺庙里的杂役,教堂司事"
83009	sextuple	"adj.六倍的,六重的,由六个部分构成的n.六倍v.(使)变成六倍"
83010	sextuplet	"n.一胎六子中的一人,六个一组"
83011	sextupole	adj.六极的
83012	sextus	adj.第六个的
83013	sextyping	" {社}[心]n.&adj.按性别分类(的),性别角色分派(的)"
83014	sexual	"adj.性的,性别的,[生]有性的"
83015	sexualia	[复]n.有关性的书籍(或著作)
83016	sexualise	"v.使有性的特征,使有性别"
83017	sexualist	"n.(用性解释各种现象的)性论者,性主义者"
83018	sexuality	"n.性特征,(尤指过度的)性欲,性方面的事情(如性行为,性能力)"
83019	sexualize	"vt.使有性别,使有性特征,使有性关系"
83020	sexually	"adv.性别地,两性之间地"
83021	sexy	"adj.有性感的,色情的,迷人的"
83022	seymour	n.西摩(m.)
83023	seymouriamorph	n.[古生]蜥螈
83024	sezessionist	n.(19世纪末)分离画派的艺术家
83025	sezessionstil	 <德>n.分离画派的风格
83026	sf	"San Francisco旧金山 science fiction科幻小说  <音>强调,有力,加强(sforzando)"
83027	sfa	Scottish Football Association(英国)苏格兰足球协会
83028	sfax	 斯法克斯[突尼斯东部港市]
83029	sferics	"n.天电,天电探测"
83030	sforzando	n.强调音符[音调]adj.加强的adv.加强地
83031	sforzato	adj.加强的adv.加强地
83032	sfumato	 <意>{画}n.(使素描中的明暗或色彩中的色阶有层次地调和的)渲染层次
83033	sfx	"special effects cinematography,特技效果"
83034	sfz	sforzando
83035	sgi	n.美国图形工作站生产厂商
83036	sgm	Sergeant Major
83037	sgml	"Standard for General Markup Language,通用标记语言标准"
83038	sgraffito	"n.五彩拉毛粉饰,五彩拉毛陶瓷"
83039	sgram	"Synchronous Graphics DRAM,同步图形RAM"
83040	sha	 sidereal hour angle[天]恒星时角 int.=shah
83041	shaanxi	 陕西(省)(旧译Shensi)
83042	shaba	 沙巴区[扎伊尔行政区名](旧称加丹加省
83043	shabbat	"n.(犹太教)安息日(亦作Shabbos,Shabbas)"
83044	shabbily	adv.破旧地
83045	shabbiness	n.破旧
83046	shabby	"adj.破旧的,褴褛的,低劣的,卑鄙的,不公平的"
83047	shable	n.=shabble
83048	shabrack	n.[史](骑兵用的垫在马鞍子下的)鞍布
83049	shache	 莎车[新疆维吾尔自治区]
83050	shack	n.小室
83051	shackle	"n.手铐,脚镣,桎梏,束缚物vt.加桎梏,加枷锁,束缚"
83052	shacklebone	n.<苏格兰>腕
83053	shad	"n.[鱼]西鲱,美洲西鲱"
83054	shadberry	"n.[植]唐棣,唐棣果实(见shadbush)"
83055	shadblossom	n.=shadbush
83056	shadbush	n.[植]唐棣(生长于美洲)
83057	shadchan	 <意第绪>n.职业媒人
83058	shaddock	"n.[植]柚子,文旦"
83059	shaddup	int.<口>闭嘴
83060	shade	"n.荫,阴暗,荫凉处,图案阴影,黑暗,颜色深浅,遮光物,帘vi.渐变vt.遮蔽,使阴暗,使渐变,微减"
83061	shadeless	adj.没有阴影的
83062	shadepull	n.<美>遮帘的拉绳
83063	shadiness	"n.有阴影的情形,可疑,暧昧,阴暗,隐蔽"
83064	shading	"n.留下阴影,描影法,明暗法,底纹,遮蔽"
83065	shadoof	n.(埃及等地汲水用的)桔槔
83066	shadow	"n.阴影,影子,影像,预兆,庇护,隐蔽处,阴暗,少许vt.遮蔽,使朦胧,预示,尾随vi.渐变,变阴暗"
83067	shadowbox	"vi.与假想敌作拳击训练,谨慎地对付对手"
83068	shadowboxing	n.太极拳
83069	shadowed	adj.附有阴影
83070	shadowgraph	"n.皮影戏,将影子投射影幕上的技术,放射线透视照相"
83071	shadowiness	"n.阴暗,朦胧,有阴影"
83072	shadowland	n.虚幻境界
83073	shadowless	adj.没有影子的
83074	shadowy	"adj.有阴影的,多荫的,阴凉的"
83075	shadrach	n.沙得拉(基督教<<圣经>>中被Nebuchadnezzar俘获的三人之一)
83076	shaduf	n.=shadoof
83077	shady	"adj.成荫的,多荫的,阴暗的"
83078	shaef	" Supreme Headquarters,Allied Expeditionary Forces(第二次世界大战时的)盟国远征军最高统帅部"
83079	shaft	"n.轴,杆状物"
83080	shafting	"n.[机]轴系,制轴材料,<美俚>欺骗,怠慢,拒绝,<粗>性交"
83081	shag	"n.粗烟丝,粗毛,蓬乱一团vt.使蓬松,使杂乱,追赶vi.蓬松"
83082	shaganappi	"n.[总称](用生牛皮制成的)生皮带,生皮条"
83083	shagbark	"n.胡桃树的一种,此种树的实"
83084	shagginess	"n.毛茸茸,长成浓密繁茂的样子"
83085	shaggy	"adj.毛发粗浓杂乱的,蓬松的,表面粗糙的"
83086	shaggymane	"n.<美>毛头卑伞,一种可食用的蘑菇"
83087	shagreen	"n.绿皮(指染成绿色的马,驴,海豹等的生皮),(用作擦光物的)鲨革"
83088	shah	n.伊朗王
83089	shahaptan	n.&adj.=Sahaptin
83090	shahaptian	n.&adj.=Sahaptin
83091	shahaptin	n.&adj.=Sahaptin
83092	shaikh	"n.族长,酋长"
83093	shakable	adj.可摇动的 可震动的 可动摇的
83094	shake	"v.摇动,摇,颤抖,震动n.摇动,摇,颤抖,震动"
83095	shakeable	adj.=shakable
83096	shakedown	"n.临时的便床,临时寄宿,摇落,摇匀,镇静"
83097	shaken	 vbl.shake的过去分词
83098	shakeout	"n.轻度经济衰退,股票市场震动"
83099	shaker	"n.摇动者,混合器"
83100	shakeress	n.震颤派女教徒
83101	shakerful	n.(鸡尾酒)摇动(混和)器中的各种酒
83102	shakespearean	"adj.(英国作家)莎士比亚的,莎士比亚似的,莎士比亚作品[风格]的"
83103	shakespeareana	"[复]n.莎士比亚研究资料汇编,莎学文物"
83104	shakespeariana	[复]n.=Shakespeareana
83105	shakhty	 沙赫蒂[苏联顿涅茨煤田区城市]
83106	shakily	"adv.颤抖着,摇动着,虚弱不堪地,不稳定地,不坚定地"
83107	shakiness	"n.震动,颤抖,动摇,不稳定,不坚定"
83108	shaking	"n.摇动,挥动"
83109	shako	n.<美>(顶有羽毛饰物的)有檐平顶筒状军帽
83110	shakspearian	adj.&n.=Shakespearean
83111	shakta	n.(印度教)性力派教徒(性力女神的崇拜者)
83112	shaktism	"n.性力派(印度教三大流派之一,该派认为女神的性力是宇宙万有创造的根源)"
83113	shakuhachi	 [单复同]n.尺八(日本的一种5孔竹笛)
83114	shaky	"adj.虚弱的,颤抖的,不安的,不可靠的,震动的,摇晃的,动摇的"
83115	shale	"n.[地]页岩,泥板岩"
83116	shall	"v.aux.将,会"
83117	shalloon	n.斜纹里子布(主做衣服衬里用)
83118	shallop	"n.小舟,轻舟"
83119	shallot	n.葱
83120	shallow	"adj.浅的,浅薄的"
83121	shalom	int.您好
83122	shalt	 vbl.shall的第二人称单数现在式
83123	shalwar	"n.(南亚国家中尤指女子穿的)宽松裤,纱丽(亦作shalvar)"
83124	shaly	adj.[地]页岩的
83125	sham	v.佯装n.伪品adj.虚假的
83126	shamal	n.[气]夏马风(中亚及波斯湾一带的一种寒冷的西北风)
83127	shaman	"n.萨满教的道士,僧人或巫师"
83128	shamanism	n.萨满教
83129	shamanize	"vi.萨满教化,信奉萨满教"
83130	shamash	"n.沙玛什(巴比伦和亚述神话中的太阳神,象征正义) n.=shamas"
83131	shamba	n.(东非的)一块耕地
83132	shamble	"vi.蹒跚地走,摇摇晃晃地走n.蹒跚,摇晃的脚步,拖沓的脚步"
83133	shambles	"n.肉店(市),屠宰场,混乱的地方,废墟"
83134	shambolic	adj.大混乱的
83135	shame	"n.羞耻,羞愧,可耻的人(或事物)"
83136	shamefaced	"adj.害羞的,羞怯的,谦逊的,不惹眼的,羞耻的"
83137	shamefacedly	"adv.羞愧地,羞怯地"
83138	shamefast	adj.<废> =shamefaced
83139	shameful	 不体面的
83140	shamefully	adv.不体面地
83141	shameless	adj.不知羞耻的
83142	shamelessly	adv.不知羞耻地
83143	shammas	n.=shamas
83144	shammash	n.=shamas
83145	shammer	"n.骗子,诈欺者,伪君子"
83146	shammes	n.=shamas
83147	shammos	n.=shamas
83148	shammy	n.麂皮革
83149	shamo	 <汉>=Gobi
83150	shamois	n.=chamois
83151	shamos	n.=shamas
83152	shamoy	n.=chamois
83153	shampoo	"n.洗发精,洗发香波,洗发vt.洗头,洗发"
83154	shamrock	"n.[植]三叶草(爱尔兰的国花),红(或白)三叶草,天蓝,天蓝苜蓿"
83155	shamus	"n.<美俚>警察,私人侦探"
83156	shamvaian	adj.[地]沙姆瓦岩的
83157	shanachy	"n.<爱尔兰>(以爱尔兰历史或传统为题材的) 吟游歌手,吟游说书人"
83158	shandite	n.[矿]硫铅镍矿
83159	shandong	 山东(位于中国东部沿海、黄河下游)
83160	shandrydan	"n.破旧的马车,带篷的轻马车"
83161	shandygaff	n.<美>=shandy
83162	shane	n.谢恩(m.)
83163	shang	n.商(中国古朝代名)
83164	shanghai	" 上海(位于中国东海之滨,长江口南岸)"
83165	shanghailander	n.上海人
83166	shangrila	n.理想乐园
83167	shank	"n.胫,腿骨"
83168	shankaracharya	 商羯罗查尔雅(即Shankara)
83169	shankbone	n.[解](动物的)胫骨
83170	shankpiece	n.(插在鞋底腰窝部分的)弓形垫
83171	shanna	n.莎娜(f.)
83172	shansi	 见Shanxi
83173	shant	n.<俚>一壶酒 酒
83174	shantey	n.=chantey[变体]
83175	shantou	 汕头[广东省](旧译Swatow)
83176	shantung	n.山东绸
83177	shanty	"n.简陋小屋,棚屋"
83178	shantytown	n.以临时搭盖的陋屋为主的地区
83179	shanxi	 山西(位于太行山以西、黄河中游以东陕西(位于黄河中游)
83180	shaoxing	 绍兴[浙江省](旧译Shaoshing)
83181	shapable	"adj.可成形的,样子好的"
83182	shape	"n.外形,形状,形态,(尤指女子的)体形,身段,形式vt.制作,定形,使成形,塑造,使符合vi.成形,形成,成长"
83183	shapeable	adj.=shapable
83184	shaped	" vbl.成形,发展"
83185	shapeless	"adj.不成形的,无定形的"
83186	shapelessly	"adv.不成形地,无定形地"
83187	shapeliness	"n.象样子,形状好"
83188	shapely	"adj.样子好的,匀称的,形状美观的,定形的,有条理的"
83189	shaper	"n.造形者,塑造者"
83190	shapka	 <俄>n.裘皮(或羊皮)无檐帽[字面意义:hat]
83191	shapoo	n.中亚细亚的山羊
83192	sharable	adj.=shareable
83193	shard	n.[瓷]碎片 破片
83194	share	"n.共享,参与,一份,部分,份额,参股vt.分享,均分,共有,分配vi.分享"
83195	shareable	"adj.可分摊的,可分享的,可分担的"
83196	sharebone	n.<古>[解]耻骨
83197	sharebroker	n.股票经纪人
83198	sharecrop	v.作佃农耕种
83199	sharecropper	n.(尤指美国西南部的)小佃农
83200	sharefarmer	n.<澳>与农场工人共享收益的农场主
83201	shareholder	n.股东
83202	shareholding	n.股权
83203	shareout	n.配给物
83204	sharer	"n.共同收受者,分配者,参与分配或分红者"
83205	shareware	n. <计>共享件
83206	shari	n.莎丽(f.)
83207	sharia	n.伊斯兰教教法
83208	sharif	n.沙里夫(m.) n.=sherif
83209	shark	"n.[鱼]鲨鱼,骗子<俚>内行,专家v.敲诈"
83210	sharka	n.[植]李树痘病
83211	sharkskin	"n.鲨鱼皮,<美> 鲨皮呢"
83212	sharleen	n.莎林(f.)
83213	sharp	"n.高调,内行,利刃,骗子adj.锐利的,锋利的,明显的,强烈的,刺耳的,急剧的,精明的,敏捷的adv.整,锐利地,急速地 日本夏普公司"
83214	sharpen	"v.削尖,磨快,尖锐"
83215	sharpener	"n.削刀,磨床,磨器,磨具"
83216	sharper	"n.磨具,削具,(赌博中的)骗子"
83217	sharpeville	 沙佩维尔[南非(阿扎尼亚)东北部城镇]
83218	sharpie	"n.狡猾的人,单桅三角帆平底帆船"
83219	sharpite	n.[矿]水碳铀矿
83220	sharply	"adv.锐利地,急剧地"
83221	sharpness	n.锐利
83222	sharpshooter	"n.射击名手,神枪手,<俚>(追求暴利的)奸商"
83223	sharpy	n.&adj.=sharpie
83224	sharrie	n.莎丽(Sharon的异体)(f.)
83225	shashlik	n.=kabob
83226	shasta	 daisy [植]大滨菊(花)
83227	shastra	n.印度教圣典
83228	shastracara	n.符合印度教圣典原则的行为
83229	shat	"vbl.shit 的过去式或过去分词,排泄粪便,拉屎"
83230	shatter	"n.粉碎,碎片,落花(叶,粒等)vt.打碎,使散开,粉碎,破坏vi.粉碎,损坏,落叶"
83231	shatterproof	adj.防碎的
83232	shave	"v.剃,刮,削刮vt.刨,削n.刮脸"
83233	shavecoat	"n.男子便装,家常男便服"
83234	shaveling	"n.剃光头发的人,和尚,少年"
83235	shaven	"adj.修过脸的,刮过脸的,削发的 vbl.shave的过去分词"
83236	shaver	"n.[用具]剃须刀,修面的人"
83237	shavetail	n.新任的陆军少尉
83238	shaviana	[复]n.有关萧伯纳的文物
83239	shavie	n.<苏格兰>恶作剧
83240	shaving	"n.刮,修胡须,削,刨,刨花"
83241	shavuot	n.=Shabuoth[变体]
83242	shaw	n.杂木林
83243	shawl	"n.披肩,围巾"
83244	shawm	n.芦笛
83245	shawmist	n.肖姆管演奏者
83246	shawn	n.肖恩(m.&.f.)
83247	shawwal	n.(回历的)10月
83248	shay	n.二轮(单座)的轻便马车
83249	shazam	int.<儿俚>快变(用于要东西突然出现或消失时的咒语中)
83250	shcherbakovite	n.[矿]硅铌钡钠石
83251	she	 pron.[主格]她
83252	shea	n.[植]非洲酪脂树
83253	sheading	n.马恩岛的行政区(马恩岛共分6个行政区)
83254	sheaf	"n.捆,束,札v.捆,束,札"
83255	sheafer	n.束禾机
83256	shealing	n.<苏格兰>=shieling
83257	shear	"v.剪,修剪,剪切"
83258	shearbill	n.[鸟]剪嘴鸥
83259	sheargrass	n.(有锋利叶边的)剪刀草
83260	shearhog	n.<英方>第一次剪毛后的羊
83261	shearing	"n.剪羊毛,剪取的羊毛"
83262	shearlegs	"n.人字起重架,起重三角架"
83263	shearling	n.剪过一次毛的羊
83264	shears	"n.大剪刀,剪床"
83265	sheartail	n.[鸟]剪尾蜂鸟
83266	shearwater	n.海鸥类飞鸟
83267	sheatfish	"n.[鱼]六须鲇(产于中欧和东欧的淡水鱼,重者可达180克)"
83268	sheath	"n.鞘,护套,外壳"
83269	sheathbill	n.栖息于南极的海鸟
83270	sheathe	"vt.插入鞘,覆盖"
83271	sheathing	"n.覆盖物,罩子"
83272	sheathy	"adj.紧身的,合身的"
83273	sheave	"n.滑车轮,槽轮vt.捆vi.反桨划船"
83274	sheaves	一束
83275	sheba	 Queen of ~ (基督教<<圣经>>中朝觐所罗门王以测其智慧的) 示巴女王
83276	shebang	"n.事情,工作,陋屋,住所,赌场,酒馆,妓院,全部家当"
83277	shebeen	"n.地下酒吧,低级的酒吧"
83278	shed	"vt.流出,发散,散发,脱落,脱皮,摆脱n.分水岭,棚,小屋,工棚,货棚v.把...放入棚内,流下"
83279	shedder	"n.使流出的人,倒注者,脱壳期的虾和蟹"
83280	sheen	"n.光辉v.闪光,发出光彩"
83281	sheena	n.希娜(f.)
83282	sheeney	n.=sheeny
83283	sheeny	"adj.光亮的,有光泽的n.<俚><贬> 犹太人"
83284	sheep	"n.羊,绵羊,羞答答的人,胆小鬼,信徒"
83285	sheepberry	"n.荚迷属落叶灌木,此种灌木的实"
83286	sheepcot	"n.羊栏,羊圈"
83287	sheepcote	"n.羊栏,羊圈"
83288	sheepfold	n.羊圈
83289	sheepherder	"n.牧羊人,养羊的人"
83290	sheepherding	n.&adj.牧羊(的)
83291	sheephook	n.牧羊杖
83292	sheepish	"adj.懦弱的,羞怯的"
83293	sheepishly	"adv.怯懦地,羞怯地"
83294	sheepkill	n.=sheep laurel
83295	sheeplike	"adj.绵羊般的,温顺的"
83296	sheepman	"n.牧羊业者,养羊人"
83297	sheepmeat	"n.羊肉,羔羊肉(现代贸易用语)"
83298	sheepshank	"n.羊的小腿,(为使绳子变短而打有)缩结"
83299	sheepshead	"n.羊头,红鲈"
83300	sheepshearer	n.剪羊毛的人(或机器)
83301	sheepskin	"n.羊皮(革,纸),毕业证书"
83302	sheepwalk	n.牧羊场
83303	sheer	"adj.全然的,纯粹的,绝对的,彻底的,透明的,峻峭的vi.避开,躲避,偏航vt.使避开,使偏航adv.完全,全然,峻峭n.偏航"
83304	sheerhulk	"n.立桅起重船,人字起重架船"
83305	sheerlegs	"n.起重机柱,人字起重架"
83306	sheerly	"adv.全然地,完全地"
83307	sheet	"n.(一)片,(一)张,薄片,被单,被褥"
83308	sheeting	"n.被单料子,护墙板"
83309	sheetrock	n.(建筑用)石膏灰胶纸夹板
83310	sheffield	 设菲尔德[英国英格兰北部城市]
83311	sheikh	" n(阿拉伯国家用)酋长,(伊斯兰教的)教长"
83312	sheikhdom	"n.酋长统辖之领土,酋长国"
83313	sheila	"n.<澳新俚>女郎,少女 Sheila 希拉(女子名)"
83314	shekarry	n.猎人
83315	shekel	n.古希伯来或巴比伦的衡量单位(和钱币)
83316	shekinah	"n.[宗]耶和华的神姿,光云,神之显现"
83317	sheld	 duck=shelduck
83318	shelde	 斯凯尔特河[西欧]
83319	sheldon	n.谢尔登(m.)
83320	sheldrake	"n.[鸟]雄麻鸭,秋沙鸭"
83321	shelduck	n.雌麻鸭
83322	shelf	"n.架子,搁板"
83323	shelfful	"n.可装一架之量,一个架所装之量"
83324	shell	"n.贝壳,壳,外形,炮弹vt.去壳,脱落,炮轰vi.剥落,脱壳 [计] 设定命令行解释器的位置"
83325	shellac	"n.虫漆vt.涂上虫漆,以虫胶结合,<美俚>殴打"
83326	shellback	n.老水手
83327	shellbark	n.(=shagbark) 小糙皮山核桃
83328	shellburst	n.炮弹的爆炸
83329	shellcracker	n.=redear
83330	sheller	"n.剥壳者,脱壳机"
83331	shelleyan	"adj.(英国浪漫主义诗人)雪莱的,雪莱诗作(风格)的"
83332	shelleyesque	adj.=Shelleyan
83333	shellfire	n.炮火
83334	shellfish	"n.贝,甲壳类动物"
83335	shellfishery	n.贝类渔业
83336	shellheap	n.=kitchen midden
83337	shellless	adj.无硬壳的
83338	shellproof	adj.防弹的
83339	shellshocked	"adj.[医] 患炮弹休克的,患战斗疲劳症的"
83340	shellwork	n.(装饰用的)贝壳工艺品
83341	shelly	"adj.壳的,有壳的,多壳的,壳一般的,由壳而成的"
83342	shelter	"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
83343	shelterbelt	n.防风林
83344	shelterless	"adj.无遮掩的,无处藏身的"
83345	sheltery	"adj.遮蔽的,庇护的"
83346	shelton	n.谢尔顿(m.)
83347	shelve	"vt.置于架子上,缓议,搁置,解雇vi.倾斜"
83348	shelves	n.pl.架子
83349	shelving	"n.架设棚架,作棚架用的材料"
83350	shelvy	adj.渐渐倾斜的
83351	shem	"n.闪(基督教<<圣经>>中挪亚的长子,被认为是闪米特人的祖先)"
83352	shema	n.(犹太教)施玛篇(犹太教徒申述对上帝的笃信的祷词)
83353	shembe	n.[宗]谢姆贝教派
83354	shemite	"n.闪族,闪米特人(旧译闪族,现特指犹太人)"
83355	shemitic	"adj.闪族的,闪族人(语)的"
83356	shemozzle	"n.困难,吵闹"
83357	shenanigan	"n.恶作剧,诡计"
83358	sheng	n.笙(中国的一种民族乐器)
83359	shensi	 山西
83360	shent	"adj.被羞辱的,被非难的,被叱责的"
83361	shenyang	n.沈阳市
83362	shenzhen	 深圳
83363	sheol	"n.阴间,冥府"
83364	shepherd	"n.牧羊人,牧羊狗v.牧羊,看管,带领"
83365	shepherdess	n.牧羊女
83366	shepherdless	adj.无牧羊人的 缺乏指导的
83367	sherardize	 [冶]vt.在(铁制品等)上镀锌 ;vi.(铁制品等)镀上锌粉
83368	sheraton	"n.(英国细木工)谢拉顿家具式样adj.谢拉顿风格的,谢拉顿式的"
83369	sherbert	n.果汁牛奶冻
83370	sherbet	n.<英>冰冻果子露
83371	sherd	"n.(瓷)碎片,破片"
83372	shereef	"n.穆罕默德的后裔,阿拉伯国家的王子(或首领)"
83373	sheria	n.=sharia
83374	sheridan	n.谢里丹(m.)
83375	sherif	"n.穆罕默德的后裔,阿拉伯国家的王子(或首领)"
83376	sheriff	"n.郡治安官,州长"
83377	sheriffalty	n.=shrievalty
83378	sheriffdom	"n.郡长等的管区,职务等"
83379	sheriffwick	n.=shrievalty
83380	sheristadar	n.(印度的)档案保管员
83381	sherlock	n.<口>私家侦探
83382	sherpa	n.夏尔巴人(西藏的一个种族)
83383	sherris	n.<古>=sherry
83384	sherry	"n.雪利酒,葡萄酒"
83385	sherut	 <希伯来>n.(在以色列由数个乘客共乘的)大型出租汽车(亦作sheirut)[字面意义:service]
83386	sherwani	n.(印度男人穿的)高领长外套
83387	sherwood	n.舍伍德(m.)
83388	sheryl	n.谢乐尔(Shirley 的异体)(f.)
83389	sheshbesh	"n.中东巴加门,中东15 子游戏"
83390	shetland	n.设得兰群岛(英国苏格兰东北部一郡)
83391	sheugh	"n.<苏格兰>沟,犁沟 沟渠 溪谷"
83392	sheva	n.=schwa
83393	shevat	n.=Shebat
83394	shewbread	n.(古犹太教祭司于主日用于祭神的)未发酵的面包
83395	shf	superhigh frequency
83396	shh	"int.嘘,安静一点 shew [古]show"
83397	shiah	n.什叶派[教徒]
83398	shiai	 <日>n.柔道比赛[日文汉字:仕合]
83399	shibboleth	n.口令
83400	shibilant	adj.咝音的
83401	shibui	"adj.典雅的,雅致的"
83402	shick	adj.&n.=shicker
83403	shicker	adj.醉的
83404	shickered	adj.<澳俚>喝醉的
83405	shied	v.shy 的过去式或过去分词 (指马)惊退
83406	shield	"n.防护物,护罩,盾,盾状物vt.(from) 保护,防护v.遮蔽"
83407	shift	"n.移动,轮班,移位,变化,办法,手段vt.替换,转移,改变,移转,推卸,变速vi.转换,移动,转变,推托,变速"
83408	shifta	n.(主要在肯尼亚北部活动的)索马里匪徒(或游击队员)
83409	shiftability	n.[语]音变性
83410	shifting	n.狡猾
83411	shiftless	"adj.想不出办法的,偷懒的,无能的"
83412	shifty	adj.变化的
83413	shigellosis	"n.[医]志贺氏菌病,志贺氏细菌性痢疾"
83414	shihchiachuang	 见 Shijiazhuang
83415	shihkiachwang	 见 Shijiazhuang
83416	shiism	n.什叶派教义
83417	shiite	n.什叶派教徒
83418	shijiazhuang	 石家庄[河北省](旧译 Shihchiachuang或Shihkiachwang)
83419	shikar	"n.狩猎,打猎"
83420	shikaree	n.猎人
83421	shikari	n.猎人
83422	shikker	n.=shicker
83423	shikoku	n.四国(日本主要岛屿之一)
83424	shikotan	 色丹岛(日本北方四岛之一)
83425	shilingi	" [单复同]n.坦桑尼亚先令,1坦桑尼亚先令硬币"
83426	shilka	 石勒喀河[苏联西伯利亚南部](黑龙江北源)
83427	shill	"n.雇用骗子,""托""v.为...当雇用骗子"
83428	shillaber	"n.道旁小贩,赌摊等诱`人入壳的假顾客"
83429	shillalah	n.橡木棍
83430	shillelagh	n.橡木棍
83431	shillelah	n.橡木棍
83432	shilling	n.先令(1971年以前的英国货币单位)
